clique number, clique size,pagerank with weight,highesnode, pagerank without weight ,highesnode ,eigen with weight,highesnode, eigen without weight,highesnode,degree,highesnode
517,4,0.000358611578809,1687,0.000368101873351,1687,9.48789570026e-07,1687,0.000141625745011,1687,115.5,1687,
518,4,0.000272118784512,1740,0.000318757597747,1740,3.44117043098e-08,1740,1.6841284921e-05,1740,55.5,1740,
519,4,0.000216423180904,1788,0.00021094927297,1788,2.75918935133e-08,1385,2.45618201285e-05,1385,25.75,1788,
520,4,0.000196462794447,1756,0.000214614714794,1756,5.43834486601e-06,1792,0.000234747462835,1792,60.5,1756,
521,4,0.000272072899351,1672,0.000276025053732,1672,4.05839675351e-08,1672,1.7301318028e-05,1672,55.75,1672,
522,4,0.000235629993615,1800,0.000253016602146,1800,3.29265233611e-08,1504,2.9181301475e-05,1504,36.75,1800,
523,4,0.000282618520875,1800,0.000251701829523,1800,3.0814708709e-08,1800,2.00909973087e-05,1800,39.0,1800,
524,4,0.000356244120339,1791,0.000380659659336,1791,3.37018274841e-06,1791,0.000231320028618,1791,118.75,1791,
525,4,0.000310543332458,1593,0.000302707363713,1593,4.42887825734e-08,1593,1.82653457424e-05,1593,62.25,1593,
526,4,0.000265326919887,1531,0.000264873476753,1531,3.72512881397e-08,1531,1.65028768399e-05,1531,52.75,1531,
527,4,0.000260103825459,1673,0.000266023303999,1673,3.90632342424e-08,1673,1.66876559467e-05,1673,53.0,1673,
528,4,0.000449661159243,1757,0.000451278426583,1757,1.19755630363e-06,1757,0.000177132804811,1757,147.25,1757,
529,4,0.00025796725987,1585,0.0002597937056,1585,3.7830697507e-08,1585,1.62756910041e-05,1585,51.75,1585,
530,4,0.000285252155223,1813,0.000279941379232,1813,4.10491381356e-08,1813,1.67818316559e-05,1813,56.5,1813,
531,4,0.000252137754261,1672,0.000255159023496,1672,3.867239257e-08,1672,1.71435305467e-05,1637,51.25,1672,
532,4,0.000434526081982,1660,0.000417376364525,1660,3.6858591977e-08,1660,1.78657219063e-05,1660,59.75,1660,
533,4,0.000259713468582,1838,0.000225209242418,1838,2.83779873701e-08,1838,1.86623595209e-05,1838,34.25,1838,
534,4,0.000303227297241,1838,0.000262277556226,1838,4.0131436602e-08,1697,3.10343095667e-05,1697,41.25,1838,
535,4,0.000345645986173,1800,0.000307564727054,1800,3.74245084647e-08,1800,2.37182571889e-05,1800,49.5,1800,
536,4,0.000429510915885,1844,0.000428714247304,1844,1.11823724424e-06,1844,0.000174082747773,1844,142.5,1844,
537,4,0.00032093987254,1827,0.000309826702064,1827,4.08693479998e-08,1827,1.82788129357e-05,1827,59.25,1827,
538,4,0.000273484680579,1793,0.000247645786504,1793,2.55611409819e-08,1793,1.29120790205e-05,1793,30.25,1793,
539,4,0.000337184464553,1855,0.000318933301244,1855,4.6167561971e-08,1855,1.83217222697e-05,1855,66.0,1855,
540,4,0.000475000826635,1844,0.000473759800002,1844,1.30528771716e-06,1844,0.000204581287722,1844,160.25,1844,
541,4,0.000457901449655,1844,0.000451257093031,1844,1.16390792404e-06,1844,0.000188952815683,1844,151.5,1844,
542,4,0.000480685155527,1844,0.000468078091898,1844,1.28319490816e-06,1844,0.000201835639529,1844,158.75,1844,
543,4,0.00013874978941,1865,0.000131599819536,1865,3.49035560968e-06,1865,0.000102590585671,1865,16.5,1865,
544,4,0.000243622483219,1675,0.000285226478361,1675,0.00215614905527,1675,0.0121893636484,1675,62.25,1675,
545,4,0.000238428290625,2081,0.000240333990883,2081,0.000793562069551,2081,0.00770017391128,2081,26.0,2081,
546,4,0.000191187753671,1944,0.000176748235919,2213,0.00235430878384,2213,0.0178099124872,2213,26.75,2213,
547,4,0.000179232901955,2165,0.000189516932238,2165,0.00147936927665,2165,0.0143186082739,2004,33.75,2165,
548,4,0.000247873118069,2046,0.000229420658998,2046,0.00091277775319,2040,0.0080622169861,2040,28.0,2046,
549,4,0.000246321582174,2190,0.000234472712008,2190,0.000843520509411,2190,0.00755980218822,2190,26.25,2190,
550,4,0.00028508044483,2042,0.000282856036147,2042,0.0109565613441,2042,0.049327378043,2042,85.0,2042,
551,4,0.000263985200689,2190,0.000248051815179,2190,0.000873475663925,2185,0.00769844130443,2185,27.75,2190,
552,4,0.000166680960001,2359,0.000172985556381,2298,0.00149170912297,2298,0.0153933591351,2298,30.0,2298,
553,4,0.000324090813505,2266,0.000318010689018,2266,0.000892927785768,2266,0.0107479002516,2266,32.25,2266,
554,4,0.000298924057364,2439,0.000246379411908,2439,0.000886152532736,2439,0.00784009544353,2182,28.25,2439,
555,4,0.000214969049149,1944,0.000167041415393,1944,0.000973351610245,1938,0.0109067737298,1938,19.0,1944,
556,4,0.000233849798768,2477,0.000264366939785,2477,0.464729863405,2477,0.498900030083,2477,121.5,2477,
557,4,0.000138323778559,2411,0.000155192808439,2411,0.00133635764663,2480,0.0127922334549,2480,30.5,2411,
558,4,0.000322755529543,2266,0.000311229514067,2266,0.000842307796557,2266,0.0105069574183,2266,30.25,2266,
559,4,0.000226855568268,2365,0.000192791862761,2365,0.000690855662784,2365,0.00703963280976,2365,19.25,2365,
560,4,0.000265143671742,2547,0.000273388691787,2547,0.00961296600387,2547,0.0479046865316,2547,83.75,2547,
561,4,0.00018395403794,2560,0.000215661182535,2560,0.294140425364,2560,0.345210329716,2560,90.5,2560,
562,4,0.000263317800001,2569,0.000246660789842,2489,0.00139336517506,2489,0.00906266591727,2489,46.25,2489,
563,4,0.000378857704702,2081,0.000373634622662,2072,0.00426097940371,2072,0.0215857529611,2072,65.25,2072,
564,4,0.000345321702006,2494,0.000383107694026,2494,0.149517257956,2494,0.231599867268,2494,139.75,2494,
565,4,0.00033462781334,2494,0.000379158179443,2494,0.149056978916,2494,0.229614475212,2494,137.5,2494,
566,4,0.000323729234251,2088,0.000349671315129,2088,0.00593354576664,2088,0.0337788761901,2088,87.25,2088,
567,4,0.000339116570186,2242,0.000381921443496,2242,0.0081806357352,2242,0.0419338973829,2242,103.0,2242,
568,4,0.000208821428602,2591,0.000241756856971,2591,0.00481657113312,2591,0.0309693407684,2591,59.5,2591,
569,4,0.000408882044936,2547,0.000391223902214,2547,0.0125733366639,2547,0.054887888067,2547,124.75,2547,
570,4,0.000391118920397,2578,0.0003855291727,2591,0.0137553601724,2578,0.0578405071025,2578,119.0,2578,
571,4,0.000266856696682,2569,0.000244704019194,2569,0.00137545953058,2569,0.00879865321892,2569,45.5,2569,
572,4,0.000239691272622,2606,0.000225592888274,2606,0.00128605356551,2606,0.00852986620811,2606,41.25,2606,
573,4,0.000275058600837,2606,0.000272284794058,2608,0.00142167414878,2606,0.00910406222677,2608,49.0,2608,
574,4,0.00025435153985,2606,0.000257743711574,2608,0.00135567968512,2606,0.00890249494863,2608,46.0,2608,
575,4,0.000203644513744,2785,0.000244122472947,2736,3.34920111884e-11,2736,2.07240291123e-07,2736,30.75,2736,
576,4,0.000141655057373,2762,0.000181567230162,2762,8.51749076656e-11,2762,2.79694897216e-07,2762,19.75,2762,
577,4,0.000353950816359,2811,0.000390684628159,2811,6.42221367256e-11,2811,2.81281022497e-07,2811,60.75,2811,
578,4,0.000190143870506,2713,0.000166515280763,2713,7.72755629526e-09,2713,2.00035306505e-06,2713,15.5,2713,
579,4,0.000345990535432,2899,0.000408843606178,2899,1.49421338039e-10,2762,4.13287857722e-07,2762,57.25,2899,
580,4,0.000290618181469,2735,0.000296373939564,2735,4.38130306784e-11,2735,2.20064731821e-07,2735,56.75,2735,
581,4,0.000250601506564,2899,0.000314456581456,2899,5.56741273681e-11,2899,2.84474956656e-07,2899,43.5,2899,
582,4,0.000348080029453,3024,0.000343318504741,3024,5.53762455785e-11,3024,2.46790080908e-07,3024,72.25,3024,
583,4,0.000212005990321,2965,0.000269599832547,2965,4.02715616887e-11,2965,2.24576873311e-07,2965,38.75,2965,
584,4,0.000355852777446,3036,0.000370637127021,3036,4.78177076553e-11,3036,2.31024374344e-07,3036,67.0,3036,
585,4,0.00018868407156,3086,0.000274015628801,3086,3.81137575052e-11,3086,2.27423951471e-07,3086,38.25,3086,
586,4,0.000239409893897,3002,0.000150325931158,3020,9.59395981353e-12,3020,1.43272647191e-07,3020,5.75,3002,
587,4,0.000340589295309,2998,0.00035191701888,2998,2.09394160219e-10,2967,4.04712618777e-07,2967,53.75,2998,
588,4,0.000236928962436,3065,0.000255070866482,3065,3.85053404823e-11,3065,2.03633934833e-07,3065,46.5,3065,
589,4,0.000172982185288,3124,0.000210276069903,2762,1.26131681991e-10,2762,3.32990336272e-07,2762,23.75,2762,
590,4,0.000179272500031,3124,0.000170073162131,3124,5.90153188837e-11,3124,2.12629844628e-07,3124,18.5,3124,
591,4,0.000224891493059,3159,0.000280019073655,3159,9.82759288762e-11,2762,3.12859219565e-07,2762,34.75,3159,
592,4,0.00024623862904,3087,0.000178667603632,2809,1.26394537717e-11,3087,1.46074753447e-07,3087,8.75,2809,
593,4,0.000345954232931,2998,0.000362570692986,2998,6.42055294384e-11,2998,2.8946265926e-07,2998,59.25,2998,
594,4,0.000419491729488,2899,0.00041053575496,2899,3.53929094817e-10,3108,4.4922454989e-07,3177,56.75,2899,
595,4,0.000325274826935,3177,0.000339906158119,3177,1.90061627801e-10,3177,3.49012971157e-07,3177,50.0,3184,
596,4,0.000226179514421,2949,0.000208296160522,2949,2.95767205907e-10,2949,3.66256292054e-07,2949,22.0,2949,
597,4,0.000326321386166,3207,0.000379005347506,3207,5.70122265977e-09,3207,2.83560995879e-06,3207,42.75,3207,
598,4,0.000294133726973,3211,0.000294235069554,3211,6.31108284627e-11,3211,2.85761891433e-07,3091,48.75,3211,
599,4,0.000285764530166,2965,0.000347708731123,2975,5.4076240427e-11,2965,2.72272157108e-07,2965,52.0,2965,
600,4,0.000268907362524,3207,0.000243641287556,3207,2.73599671104e-08,3222,6.77567893746e-06,3207,26.5,3207,
601,4,0.000332027108253,3224,0.000360887993425,3224,5.63541827236e-11,3224,2.67039282299e-07,3224,57.5,3224,
602,4,0.000329970206969,3224,0.000355420392761,3224,5.52234158007e-11,3224,2.64953397046e-07,3224,56.75,3224,
603,4,0.000293853684162,3224,0.000327164571479,3224,5.35870934952e-11,3224,2.54398741433e-07,3224,51.5,3224,
604,4,0.000327272632283,3235,0.000348936158943,3235,5.33250509201e-11,3235,2.54407241354e-07,3235,52.75,3235,
605,4,0.000294584509672,3239,0.00026474651512,3239,5.55463312656e-10,3239,4.86090264337e-07,3239,32.5,3239,
606,4,0.000353972753498,3177,0.000329663306917,3177,6.27951049385e-10,3131,1.15342482718e-06,3131,43.25,3177,
607,4,0.000207654395051,2713,0.000251140492887,3246,6.53901549809e-09,2713,1.95000698815e-06,2713,29.5,3246,
608,4,0.000425785638798,3047,0.00048782480409,3047,1.01486974815e-09,3047,1.1858910087e-06,3047,79.75,3047,
609,4,0.000208933599702,3159,0.000231704025358,3159,2.83568539691e-11,3159,1.91562448989e-07,3159,28.75,3159,
610,4,0.000211751827951,2823,0.000247780278303,2823,4.91486078218e-11,2823,2.46359653131e-07,2823,35.75,2823,
611,4,0.000221990404066,3074,0.000147874104057,3074,1.57186323892e-11,3029,1.53151878924e-07,3029,9.0,3029,
612,4,0.000309125421263,3176,0.000324865503818,3176,4.77578359512e-11,3176,2.30442549473e-07,3176,63.25,3176,
613,4,0.00020696053773,3268,0.000241079177814,3268,3.50846998944e-11,3268,1.98394036552e-07,3268,42.75,3268,
614,4,0.000282898551077,3159,0.000309040809335,3159,7.65028920858e-10,3192,9.88669035239e-07,3192,38.0,3159,
615,4,0.00021363192457,3074,0.000140892588018,3074,1.29262939114e-11,3074,1.46785647582e-07,3074,8.25,3074,
616,4,0.000293654952067,3033,0.000305341163026,3033,4.71106170844e-11,3053,2.34227855414e-07,3053,40.0,3033,
617,4,0.000359178828122,3176,0.000343829550367,3176,5.67146386111e-11,3176,2.49660193772e-07,3176,72.5,3176,
618,4,0.000268044234787,2697,0.000347755965454,2697,4.59947545787e-11,2697,2.50559495767e-07,2697,53.0,2697,
619,4,0.00036508298498,2899,0.00037765228073,2899,7.40784560654e-11,2899,2.91771041411e-07,2899,52.75,2899,
620,4,0.000208310132427,3297,0.000251330648233,3297,3.7289720293e-11,3297,2.25377211247e-07,3297,33.5,3297,
621,4,0.000301918457287,3268,0.000331199514133,3268,4.67991942422e-11,3268,2.3140106451e-07,3268,64.0,3268,
622,4,0.000337552841386,3177,0.000308821842341,3177,3.10456186486e-10,3177,4.09517130516e-07,3310,40.25,3177,
623,4,0.000362612269174,3310,0.000322503194002,3310,3.67537336887e-10,3239,4.21956376319e-07,3310,42.25,3310,
624,4,0.000247715541356,3018,0.000251223532085,3018,1.09499799087e-09,2968,1.02537153383e-06,2968,25.75,3018,
625,4,0.000191604681457,3124,0.000177029406572,3124,6.04937449424e-11,3124,2.19710815234e-07,3124,19.25,3124,
626,4,0.000226347474048,3329,0.000236761746495,3329,8.81094334872e-10,3329,1.02060021782e-06,3329,29.75,3329,
627,4,0.000311440241811,3143,0.00035667031953,3143,8.92194010589e-10,3329,1.05454967955e-06,3329,54.25,3143,
628,4,0.000292808614486,3294,0.000309204760964,3294,9.06051807718e-11,3025,3.71084757987e-07,3330,50.75,3294,
629,4,0.000267151846407,3294,0.000293975566396,3294,3.2554656959e-10,3131,1.05691068046e-06,3131,46.75,3294,
630,4,0.000167903030936,3085,0.000142386910866,3085,1.73089641424e-11,3085,1.54160891778e-07,3085,14.5,3085,
631,4,0.00017517131264,3085,0.000151204930765,3085,1.8474713206e-11,3085,1.55916248145e-07,3085,15.75,3085,
632,4,0.000455256028681,3340,0.000425113857314,3294,9.60995504095e-11,3294,3.62636404448e-07,3294,74.0,3294,
633,4,0.000394801597139,3340,0.000385882085025,3294,9.86483832023e-11,3294,4.12725274047e-07,3330,66.0,3294,
634,4,0.000376197027203,3341,0.000389930768308,3341,7.16815674866e-11,3341,3.11695262402e-07,3341,65.0,3341,
635,4,0.000403754435606,3341,0.000411237388393,3341,7.95461400835e-11,3341,3.19205023283e-07,3341,69.5,3341,
636,4,0.000271149989269,3096,0.00030005522538,3096,7.83101258131e-11,3350,3.98554959455e-07,3350,47.25,3096,
637,4,0.000328990824487,3361,0.00033178014501,3361,5.19727702067e-11,3361,2.38844924608e-07,3361,68.0,3361,
638,4,0.000473139931432,3307,0.000459300392687,3307,6.82142270645e-11,3307,2.83866783867e-07,3307,98.0,3307,
639,4,0.000260199182521,3356,0.000205941937899,3356,2.09839322175e-10,3356,3.68992886296e-07,3356,24.75,3356,
640,4,0.000367418568608,3370,0.000372619425776,3370,5.5290766126e-11,3370,2.48685948474e-07,3370,74.5,3370,
641,4,0.000348224837643,3370,0.000360023423094,3370,5.36170602114e-11,3370,2.44355993822e-07,3370,72.5,3370,
642,4,0.000460741658906,3307,0.000452907221703,3307,6.64448850176e-11,3307,2.7975566748e-07,3307,95.25,3307,
643,4,0.000275437676055,3370,0.000260001621147,3370,3.43738676387e-11,3370,1.96046618693e-07,3370,42.25,3370,
644,4,0.000253468673454,3377,0.000263075611985,3377,4.31119954165e-11,3377,2.14832253557e-07,3377,52.0,3377,
645,4,0.000347012021656,3307,0.000342747088153,3307,5.28730205038e-11,3307,2.4290968675e-07,3307,70.75,3307,
646,4,0.000439770092545,3378,0.000412771204058,3378,1.01448701844e-10,3378,4.09922413084e-07,3330,72.25,3378,
647,4,0.00045319863408,3378,0.000384167849649,3378,9.84774100522e-11,3378,3.35522928083e-07,3378,69.25,3378,
648,4,0.000287766546732,3361,0.000289042719905,3361,4.73799186704e-11,3361,2.26078772571e-07,3361,59.0,3361,
649,4,0.000346253093816,3331,0.000338954421687,3331,5.42911475085e-11,3331,2.44180013027e-07,3331,71.0,3331,
650,4,0.000248912778937,3448,0.000307945033318,3448,1.1630086831e-13,3448,5.85067157922e-09,3448,24.75,3448,
651,4,0.000364194217663,3602,0.000290747220591,3602,8.7445261536e-14,3602,5.37864815523e-09,3602,14.25,3602,
652,4,0.000356572101353,3620,0.000386923716631,3620,1.48188284353e-13,3620,6.48121737771e-09,3620,32.0,3620,
653,4,0.000350558044234,3624,0.000418829454029,3463,1.94190030849e-11,3624,4.32465504548e-08,3624,38.25,3624,
654,4,0.000257943317189,3617,0.000296589795814,3617,3.88839391486e-11,3396,2.00081202486e-07,3396,26.5,3617,
655,4,0.000386828648435,3525,0.000383847555387,3525,1.4355747466e-13,3525,6.12296958424e-09,3525,33.75,3525,
656,4,0.00022151239643,3493,0.000161970381234,3493,4.23344971888e-11,3662,1.70171199108e-07,3662,8.25,3493,
657,4,0.000339407493139,3581,0.000317583971027,3581,3.95763882412e-13,3669,8.5201160792e-09,3583,33.25,3581,
658,4,0.000230933365045,3685,0.000219919216702,3685,9.21288964104e-14,3685,5.42994879888e-09,3685,15.25,3685,
659,4,0.000244714155729,3693,0.000228206017405,3693,1.93599985447e-11,3693,3.83016816997e-08,3693,19.0,3693,
660,4,0.000304885432189,3442,0.000287976973906,3450,1.13411508968e-13,3450,5.6211162266e-09,3450,20.75,3450,
661,4,0.000199079262169,3551,0.000197620034876,3551,2.66034734365e-13,3716,7.65980094868e-09,3716,13.0,3716,
662,4,0.000403265677127,3525,0.00042054520642,3525,1.50168338331e-13,3525,6.19355583282e-09,3525,36.0,3525,
663,4,0.000359980212644,3695,0.000378511128488,3695,1.38698745084e-13,3695,6.01958753177e-09,3695,31.25,3695,
664,4,0.00027078005889,3719,0.000272060819802,3719,1.16251010836e-13,3719,5.73417323022e-09,3719,22.5,3719,
665,4,0.000236468060321,3650,0.000231759639562,3650,1.0357771571e-13,3650,5.56117811367e-09,3650,18.75,3650,
666,4,0.000382110360157,3624,0.000380727939095,3624,6.08604454785e-11,3734,1.03615538789e-07,3624,37.75,3624,
667,4,0.000290210757617,3736,0.00029765196383,3736,9.84324243655e-13,3736,9.52941492856e-09,3736,31.0,3736,
668,4,0.000346187762303,3695,0.000380570931449,3695,1.4303397118e-13,3695,6.08217875192e-09,3695,32.75,3695,
669,4,0.000357812511927,3730,0.000369376213943,3730,1.39593805455e-13,3730,6.05667308089e-09,3730,32.0,3730,
670,4,0.000406911942294,3740,0.000380621718365,3759,1.55212015395e-12,3736,1.18962122999e-08,3736,41.25,3759,
671,4,0.000321233917644,3695,0.00035231182187,3695,1.31459914653e-13,3695,6.07993502224e-09,3760,28.25,3695,
672,4,0.000313257365294,3534,0.000340844903877,3534,1.29773070107e-13,3534,5.99813524451e-09,3534,28.75,3534,
673,4,0.000397654268661,3765,0.000500909855716,3765,1.50948868962e-11,3765,4.28724327555e-08,3765,47.75,3765,
674,4,0.00050257703347,3765,0.000606000988103,3765,5.69094222664e-11,3734,1.04503685582e-07,3765,58.25,3765,
675,4,0.000314801391495,3765,0.000432536093744,3765,1.44765693388e-11,3765,4.05293515666e-08,3765,38.5,3765,
676,4,0.000244797486539,3785,0.000218076431461,3785,9.85848457868e-14,3785,5.49356071009e-09,3785,16.0,3785,
677,4,0.000228064444886,3794,0.000164736153284,3794,1.94339407403e-11,3794,1.64864338632e-07,3794,7.75,3794,
678,4,0.000320529668385,3620,0.000371472696608,3620,1.40149360169e-13,3620,6.39913398761e-09,3620,30.5,3620,
679,4,0.00023372539069,3619,0.000201989554911,3619,6.55518949185e-14,3619,5.18027286292e-09,3619,9.25,3619,
680,4,0.000332722739105,3730,0.000324161942875,3730,1.31911006087e-13,3730,5.94583694647e-09,3730,28.5,3730,
681,4,0.00026792687005,3669,0.000267113263745,3669,3.25412612054e-13,3669,7.25941135015e-09,3669,27.5,3669,
682,4,0.000196876479083,3782,0.000179828505308,3782,5.07549206761e-12,3533,3.37801454421e-08,3533,10.25,3533,
683,4,0.000278060874756,3851,0.000264033438686,3851,7.91214374986e-14,3851,5.52355644251e-09,3851,13.25,3851,
684,4,0.000350913944513,3854,0.000300853022068,3854,1.30655072569e-13,3854,5.81529208904e-09,3854,24.5,3854,
685,4,0.000360918398826,3859,0.000384302769273,3863,6.66587308473e-13,3835,9.5845377249e-09,3863,39.0,3863,
686,4,0.000270322458875,3866,0.000260073927752,3866,9.61893128565e-14,3866,5.44737382462e-09,3866,16.75,3866,
687,4,0.000325904543572,3859,0.000348661887471,3863,6.58442733926e-13,3835,9.39276336503e-09,3863,35.5,3863,
688,4,0.000362012483749,3471,0.000339652511135,3471,1.40941144343e-13,3877,6.27874997286e-09,3877,28.0,3471,
689,4,0.000293370016013,3877,0.00027949834334,3877,1.68648248585e-12,3503,3.34261350712e-08,3503,22.0,3877,
690,4,0.000421379240554,3695,0.000398847293442,3695,1.51806512486e-13,3695,6.29940222951e-09,3877,34.0,3695,
691,4,0.000508749587254,3765,0.000602282628088,3765,5.38094245922e-11,3880,1.02820993034e-07,3880,58.75,3765,
692,4,0.000480026716066,3765,0.000580914895087,3765,5.49998691311e-11,3880,1.03632395281e-07,3880,55.75,3765,
693,4,0.000232059828071,3619,0.00019058092616,3619,6.17087146103e-14,3619,5.15561608422e-09,3619,8.5,3619,
694,4,0.000449401309063,3786,0.000433009993377,3773,2.107462142e-11,3786,4.17211585457e-08,3786,46.75,3773,
695,4,0.000217220676799,3910,0.00019688744152,3882,9.8743665584e-12,3805,3.55888070077e-08,3805,13.0,3882,
696,4,0.000222472561168,3925,0.000221241189113,3925,8.90899646455e-14,3925,3.16941244342e-09,3925,7.0,3925,
697,4,0.000232721715807,3943,0.000180065623263,3937,5.85326747911e-14,3920,3.08811294416e-09,3937,4.0,3920,
698,4,0.000397931719775,3955,0.000374028926543,3955,1.64351009136e-13,3949,4.06946787221e-09,3949,13.0,3955,
699,4,0.000384532311767,3955,0.000372684772251,3955,1.29764760528e-13,3955,3.29327004332e-09,3955,12.75,3955,
700,4,0.00027791463414,3956,0.000271939249011,3956,1.30645267265e-11,3956,1.26765492225e-07,3956,8.25,3956,
701,4,0.000303542892947,3956,0.000283987697477,3956,1.31206051078e-11,3956,1.275362102e-07,3956,8.75,3956,
702,5,0.000646029859729,0,0.00132818926734,0,1.15969481056e-06,0,6.60618563676e-05,0,82.2,0,
703,5,0.000305114790647,164,0.00030969117378,164,7.22053334171e-08,110,7.67628111347e-06,110,26.6,164,
704,5,0.000194633318624,27,0.000180884357653,27,3.77778577809e-08,27,5.14702953551e-06,27,11.4,27,
705,5,0.00043293390705,195,0.000396034935717,195,1.69159513225e-07,195,1.36241176605e-05,195,36.4,195,
706,5,0.000400339373212,195,0.000391597401441,195,1.4177458675e-07,195,1.2342029411e-05,195,35.4,195,
707,5,0.000292883146906,84,0.000197863787074,84,5.43529887206e-09,248,1.96627854419e-06,248,6.8,8,
708,5,0.000490855558645,260,0.000441461885737,260,1.57496704234e-06,96,6.58892079975e-05,96,41.8,260,
709,5,0.000563563058409,260,0.000513636346489,260,2.65983341946e-07,260,1.79414279699e-05,260,48.0,260,
710,5,0.000292647435222,180,0.000310379046355,180,9.12435330339e-07,148,6.13550517715e-05,148,26.8,180,
711,5,0.000309298118084,167,0.000252609470117,167,7.40884807796e-09,167,2.05499494239e-06,167,11.0,167,
712,5,0.000571478464129,260,0.000571791233235,260,2.86477670783e-07,266,2.09825364421e-05,266,52.4,260,
713,5,0.000279992890515,82,0.000193294373927,82,5.47787816315e-09,82,1.96668948201e-06,82,6.8,82,
714,5,0.000458033007513,309,0.000511963865791,309,5.52508142876e-06,302,0.000173744341162,309,46.4,309,
715,5,0.000488021388931,260,0.000468677255012,309,1.86526955154e-06,309,6.83211197488e-05,309,43.2,260,
716,5,0.000564110753159,260,0.000530707219467,309,1.89186256433e-06,309,6.94857240355e-05,309,49.4,260,
717,5,0.00049959741346,309,0.000531337802639,309,9.20263017278e-06,235,0.000275951503131,309,48.8,309,
718,5,0.000510538032731,309,0.000518252527848,309,1.90870608341e-06,309,7.11995187414e-05,309,46.6,309,
719,5,0.000345556162389,312,0.000314612705558,312,1.12033396543e-07,312,1.05462840627e-05,300,28.0,312,
720,5,0.000409186028736,299,0.000357191864048,299,1.03481121621e-08,299,2.11757456732e-06,299,18.4,299,
721,5,0.000400700006845,299,0.000342898113965,299,1.01402877906e-08,299,2.11054465991e-06,299,17.8,299,
722,5,0.000474154064815,266,0.000461730612172,266,2.72763255125e-07,266,1.9730858244e-05,266,42.4,266,
723,5,0.000284838144979,129,0.000251127677221,129,7.90794541102e-09,129,2.0350441756e-06,129,12.0,129,
724,5,0.000440586331721,260,0.000406571263908,260,1.74833146489e-07,260,1.39194360631e-05,260,37.6,260,
725,5,0.00038765508523,299,0.000322820774917,299,9.81993390446e-09,299,2.10047830122e-06,299,17.0,299,
726,5,0.000437594788347,309,0.000469948474989,309,5.22618903016e-06,302,0.000172936754506,309,42.4,309,
727,5,0.000404079085379,423,0.000428451528112,407,1.22342871241e-07,423,7.62633861623e-05,423,59.8,423,
728,5,0.000329155628971,423,0.000331997637612,444,9.41096304539e-08,423,6.56480212006e-05,423,47.8,423,
729,5,0.000265764250375,444,0.000281252224874,444,5.72566036736e-08,444,4.60113791533e-05,444,39.0,444,
730,5,0.000362430984264,449,0.00035509829397,449,9.71555669034e-08,444,6.73394660049e-05,444,52.0,449,
731,5,0.000333024465727,484,0.000334746247832,484,7.6337992729e-08,484,5.71580030547e-05,484,48.8,484,
732,5,0.000281113759676,484,0.00030148678234,484,5.9497105819e-08,484,4.65305009333e-05,484,43.0,484,
733,5,0.000445710297781,459,0.000462568529009,459,1.3008341557e-07,459,8.79237302845e-05,459,67.6,459,
734,5,0.00045112877299,497,0.00042858332707,497,9.81369241962e-08,497,6.39631807873e-05,497,65.6,497,
735,5,0.000446651801144,501,0.000448031591773,501,8.9337505877e-08,497,6.06098628625e-05,497,68.8,501,
736,5,0.000353346996102,508,0.000330528312363,421,8.61133388535e-08,421,6.00306675358e-05,421,48.4,508,
737,5,0.000472402431032,501,0.000452325707283,501,1.25070044085e-07,497,8.34834555299e-05,497,70.4,501,
738,5,0.000394764182572,334,0.000552814588253,334,8.16817944919e-08,334,5.5619976275e-05,334,56.0,334,
739,5,0.000354019679923,509,0.000349487231555,522,4.7434209591e-08,509,3.62589188833e-05,509,52.8,522,
740,5,0.000249317943238,500,0.000189238283896,441,3.95625279897e-08,441,2.66874795287e-05,500,16.6,441,
741,5,0.000271039583094,500,0.000200901545052,500,4.29079965928e-08,502,2.69312131584e-05,502,17.8,500,
742,5,0.000489780063558,542,0.000449975544501,522,7.10082514552e-08,542,5.39157930462e-05,542,71.0,522,
743,5,0.000399005655696,497,0.000431154615792,546,6.82662733024e-06,546,0.00132172610262,546,60.0,546,
744,5,0.000485800832766,334,0.00059981265666,334,4.56576776467e-08,334,2.90549429006e-05,334,52.2,334,
745,5,0.000289260044459,387,0.000311706420233,387,1.01442959999e-07,387,6.30116795032e-05,387,42.2,387,
746,5,0.000316548312053,607,0.000284453761466,607,2.15965573333e-09,588,9.43978986469e-06,588,27.0,607,
747,5,0.000329681915412,607,0.000289066022958,607,5.68479964336e-10,607,1.60998477658e-06,607,27.2,607,
748,5,0.000139510252026,621,0.000139174994851,621,2.59023940921e-08,621,2.17632921726e-05,621,15.0,621,
749,5,0.000223593928016,562,0.000203449781808,562,3.70505510925e-10,562,1.06507864565e-06,562,17.0,562,
750,5,0.000281038347281,607,0.000262943334004,607,6.607189451e-10,607,2.15650545985e-06,607,25.4,607,
751,5,0.000294089508098,587,0.000311964115845,587,8.97788059886e-08,585,6.79685595036e-05,585,47.0,587,
752,5,0.000281145880936,607,0.000265024237696,607,5.16006103721e-10,607,1.46908758132e-06,607,23.8,607,
753,5,0.000295916186143,629,0.000255823270952,629,4.89022038269e-10,654,1.36451329475e-06,654,24.0,629,
754,5,0.000264076175074,654,0.000233590324168,654,5.19185655406e-10,620,1.65126062496e-06,642,22.0,654,
755,5,0.000421841242976,542,0.000409206450583,536,8.44140190775e-08,542,6.39409950327e-05,542,61.4,536,
